gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,costat,ggroup,gind,gsector,gsubind
178845,20211231,2021,INDL,C,D,STD,CUT,INVESCO MSCI GBL TIMBER ETF,USD,,A,,,,
178847,20211231,2021,INDL,C,D,STD,RSLS,RESHAPE LIFESCIENCES INC,USD,54.2580,A,3510,351010,35,35101010
178862,20211231,2021,INDL,C,D,STD,CIM,CHIMERA INVESTMENT CORP,USD,15407.4030,A,4020,402040,40,40204010
178862,20211231,2021,FS,C,D,STD,CIM,CHIMERA INVESTMENT CORP,USD,15407.4030,A,4020,402040,40,40204010
178875,20211231,2021,INDL,C,D,STD,SVAUF,STORAGEVAULT CANADA INC,CAD,1836.1560,A,6010,601020,60,60102020
178900,20211231,2021,INDL,C,D,STD,PVI,INVESCO VRDO TAXFREE WK ETF,USD,,A,,,,
178901,20211231,2021,INDL,C,D,STD,PHB,INVESCO FUND HGH YLD CP BD,USD,,A,,,,
178913,20211231,2021,INDL,C,D,STD,IFGL,ISHARES INTL DEV REAL ESTATE,USD,,A,,,,
178915,20211231,2021,INDL,C,D,STD,IEUS,ISHARES MSCI EUROPE SMCP ETF,USD,,A,,,,
178916,20211231,2021,INDL,C,D,STD,BKF,ISHARES MSCI BRIC ETF,USD,,A,,,,
178917,20211231,2021,INDL,C,D,STD,ECH,ISHARES MSCI CHILE ETF,USD,,A,,,,
178918,20211231,2021,INDL,C,D,STD,AIA,ISHARES ASIA 50 ETF,USD,,A,,,,
178968,20211231,2021,INDL,C,D,STD,FGD,FIRST TRUST DOW JNS GLBL SEL,USD,,A,,,,
178973,20220131,2021,INDL,C,D,STD,TITN,TITAN MACHINERY INC,USD,946.6670,A,2010,201070,20,20107010
178976,20210630,2021,INDL,C,D,STD,LRN,STRIDE INC,USD,1577.2970,A,2530,253020,25,25302010
179035,20211231,2021,INDL,C,D,STD,JNK,SPDR BLMBRG BRCLYS HI YLD BD,USD,,A,,,,
179048,20211231,2021,INDL,C,D,STD,ACBI,ATLANTIC CAP BANCSHARES INC,USD,3819.5850,A,4010,401010,40,40101015
179048,20211231,2021,FS,C,D,STD,ACBI,ATLANTIC CAP BANCSHARES INC,USD,3819.5850,A,4010,401010,40,40101015
179057,20211231,2021,INDL,C,D,STD,ITM,VANECK INTERMEDIATE MUNI ETF,USD,,A,,,,
179059,20211231,2021,INDL,C,D,STD,USL,UNITED STATES 12 MNTH OIL LP,USD,,A,,,,
179060,20211231,2021,INDL,C,D,STD,BTG,B2GOLD CORP,USD,3561.2930,A,1510,151040,15,15104030
179077,20210930,2021,INDL,C,D,STD,FOR,FORESTAR GROUP INC,USD,2101.7000,A,6010,601020,60,60102030
179077,20210930,2021,FS,C,D,STD,FOR,FORESTAR GROUP INC,USD,2101.7000,A,6010,601020,60,60102030
179080,20211231,2021,INDL,C,D,STD,EDV,VANGUARD EXTENDED DURATN ETF,USD,,A,,,,
179087,20211231,2021,INDL,C,D,STD,TNK,TEEKAY TANKERS LTD,USD,1618.7490,A,1010,101020,10,10102040
179103,20211231,2021,INDL,C,D,STD,SCZ,ISHARES MSCI EAFE SM-CAP ETF,USD,,A,,,,
179104,20211231,2021,INDL,C,D,STD,TOK,ISHARES MSCI KOKUSAI ETF,USD,,A,,,,
179105,20211231,2021,INDL,C,D,STD,IGF,ISHARES GLOBAL INFRSTRUCTURE,USD,,A,,,,
179132,20211231,2021,INDL,C,D,STD,ORN,ORION GROUP HOLDINGS INC,USD,351.7500,A,2010,201030,20,20103010
179151,20211231,2021,INDL,C,D,STD,EMB,ISHARES JPMORGAN USD EMG MKT,USD,,A,,,,
179158,20210630,2021,INDL,C,D,STD,PPOTF,PACIFIC SILK ROD REC GRP INC,CAD,0.0170,A,1510,151010,15,15101030
179162,20211231,2021,INDL,C,D,STD,CLYAF,ISHARES GLOBAL AGRICULTURE,CAD,,A,,,,
179163,20211231,2021,INDL,C,D,STD,FPLSF,5N PLUS INC,USD,373.5900,A,1510,151010,15,15101050
179165,20211231,2021,INDL,C,D,STD,PBP,INVESCO EXCHANGE TRADED FUND,USD,,A,,,,
179170,20211231,2021,INDL,C,D,STD,MGK,VANGUARD MEGA CAP GROWTH ETF,USD,,A,,,,
179171,20211231,2021,INDL,C,D,STD,MGC,VANGUARD MEGA CAP ETF,USD,,A,,,,
179172,20211231,2021,INDL,C,D,STD,MGV,VANGUARD MEGA CAP VALUE ETF,USD,,A,,,,
179173,20211231,2021,INDL,C,D,STD,SCJ,ISHARES MSCI JPN SM CAP ETF,USD,,A,,,,
179187,20210630,2021,INDL,C,D,STD,CERGF,CERES GLOBAL AG CORP,USD,338.5900,A,3010,301010,30,30101020
179191,20211231,2021,INDL,C,D,STD,PIZ,INVESCO DWA DEVD MKT MOM ETF,USD,,A,,,,
179192,20211231,2021,INDL,C,D,STD,PIE,INVESCO DWA EMRG MKT MOM ETF,USD,,A,,,,
179202,20211231,2021,INDL,C,D,STD,SATS,ECHOSTAR CORP,USD,6045.2040,A,5010,501010,50,50101010
179213,20211231,2021,INDL,C,D,STD,MLN,VANECK LONG MUNI ETF,USD,,A,,,,
179234,20211231,2021,INDL,C,D,STD,SFBC,SOUND FINANCIAL BANCORP INC,USD,919.6910,A,4010,401010,40,40101015
179234,20211231,2021,FS,C,D,STD,SFBC,SOUND FINANCIAL BANCORP INC,USD,919.6910,A,4010,401010,40,40101015
179236,20211231,2021,INDL,C,D,STD,ETR8,ENTERGY TEXAS INC,USD,6261.4110,A,5510,551010,55,55101010
179249,20211231,2021,INDL,C,D,STD,BWEN,BROADWIND INC,USD,118.0470,A,2010,201040,20,20104020
179264,20211231,2021,INDL,C,D,STD,CYH.,ISHARES GLBL MONTHLY DIV IDX,CAD,,A,,,,
179265,20211231,2021,INDL,C,D,STD,HNUZF,BETAPRO NATURAL GAS INVERSE,CAD,,A,,,,
179266,20211231,2021,INDL,C,D,STD,HZOZF,BETAPRO CRUDE OIL LEVERAGED,CAD,,A,,,,
179267,20211231,2021,INDL,C,D,STD,HBNNF,BETAPRO NATURAL GS INVERSE,CAD,,A,,,,
179268,20211231,2021,INDL,C,D,STD,HBTPF,BETAPRO CRUDE OIL INVERSE LE,CAD,,A,,,,
179285,20211231,2021,INDL,C,D,STD,PGX,INVESCO PREFERRED,USD,,A,,,,
179288,20211231,2021,INDL,C,D,STD,DALN,DALLASNEWS CORP,USD,105.4520,A,5020,502010,50,50201040
179293,20211231,2021,INDL,C,D,STD,HBCGF,HORIZONS BETAPRO COMX GLD BU,CAD,,A,,,,
179294,20211231,2021,INDL,C,D,STD,BTTGF,HORIZONS BETAPRO COMX GLD BE,CAD,,A,,,,
179312,20211231,2021,INDL,C,D,STD,BJK,VANECK GAMING ETF,USD,,A,,,,
179313,20211231,2021,INDL,C,D,STD,GCC,WISDOMTREE CONTINUOUS COMDTY,USD,,A,,,,
179325,20210831,2021,INDL,C,D,STD,SIXWF,SIXTH WAVE INNOVATIONS INC,CAD,12.2730,A,1510,151040,15,15104030
179348,20211231,2021,INDL,C,D,STD,CLFMF,ISHARES 1-5 YR LADDERED GOV,CAD,,A,,,,
179400,20211031,2021,INDL,C,D,STD,PIN,INVESCO INDIA ETF,USD,,A,,,,
179413,20210630,2021,INDL,C,D,STD,CSII,CARDIOVASCULAR SYSTEMS INC,USD,352.5670,A,3510,351010,35,35101010
179425,20211231,2021,INDL,C,D,STD,GSY,INVESCO ULTRA SHORT DUR ETF,USD,,A,,,,
179433,20211231,2021,INDL,C,D,STD,TREVF,TREVALI MINING CORP,USD,533.0490,A,1510,151040,15,15104020
179437,20211231,2021,INDL,C,D,STD,AWK,AMERICAN WATER WORKS CO INC,USD,24633.0000,A,5510,551040,55,55104010
179461,20210630,2021,INDL,C,D,STD,AYTU,AYTU BIOPHARMA INC,USD,265.6680,A,3520,352020,35,35202010
179464,20211231,2021,INDL,C,D,STD,DWX,SPDR S&P INTL DIVIDEND ETF,USD,,A,,,,
179468,20211231,2021,INDL,C,D,STD,CMR.,ISHARES PREM MONEY MKT FD,CAD,,A,,,,
179480,20210831,2021,INDL,C,D,STD,GFKRF,OPUS ONE GOLD CORP,CAD,4.0500,A,1510,151040,15,15104030
179501,20211231,2021,INDL,C,D,STD,RWL,INVESCO S&P 500 REVENUE ETF,USD,,A,,,,
179502,20211231,2021,INDL,C,D,STD,RWK,INVESCO S&P MDCP 400 RVN ETF,USD,,A,,,,
179504,20211231,2021,INDL,C,D,STD,RWJ,INVESCO S&P SMLCP 600 RV ETF,USD,,A,,,,
179505,20211231,2021,INDL,C,D,STD,EPI,WISDOMTREE INDIA EARNINGS FD,USD,,A,,,,
179520,20211231,2021,INDL,C,D,STD,SMB,VANECK SHORT MUNI ETF,USD,,A,,,,
179521,20211231,2021,INDL,C,D,STD,UGA,UNITED STATES GASOLINE FD LP,USD,,A,,,,
179534,20210930,2021,INDL,C,D,STD,V,VISA INC,USD,82896.0000,A,4510,451020,45,45102020
179534,20210930,2021,FS,C,D,STD,V,VISA INC,USD,82896.0000,A,4510,451020,45,45102020
179577,20211231,2021,INDL,C,D,STD,CFX,COLFAX CORP,USD,8515.3450,A,2010,201060,20,20106020
179583,20210630,2021,INDL,C,D,STD,FN,FABRINET,USD,1616.1220,A,4520,452030,45,45203020
179597,20211231,2021,INDL,C,D,STD,HCCI,HERITAGE-CRYSTAL CLEAN INC,USD,526.8640,A,2020,202010,20,20201050
179598,20211231,2021,INDL,C,D,STD,CLDX,CELLDEX THERAPEUTICS INC,USD,444.6540,A,3520,352010,35,35201010
179621,20211231,2021,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,41290.0000,A,3020,302030,30,30203010
179656,20211231,2021,INDL,C,D,STD,WIP,SPDR CITI INTL GOVT INFL-PRT,USD,,A,,,,
179657,20210930,2021,INDL,C,D,STD,HI,HILLENBRAND INC,USD,4014.9000,A,2010,201060,20,20106020
179686,20211231,2021,INDL,C,D,STD,ZGNX,ZOGENIX INC,USD,468.4890,A,3520,352020,35,35202010
179690,20211231,2021,INDL,C,D,STD,SWI,SOLARWINDS CORP,USD,4792.1270,A,4510,451020,45,45102030
179704,20211231,2021,INDL,C,D,STD,LTL,PROSHARES ULTRA TELECOMMS,USD,,A,,,,
179716,20211231,2021,INDL,C,D,STD,ACWI,ISHARES MSCI ACWI ETF,USD,,A,,,,
179717,20211231,2021,INDL,C,D,STD,ACWX,ISHARES MSCI ACWI EX US ETF,USD,,A,,,,
179722,20211231,2021,INDL,C,D,STD,THD,ISHARES MSCI THAILAND ETF,USD,,A,,,,
179723,20211231,2021,INDL,C,D,STD,EIS,ISHARES INC MSCI ISRAEL ETF,USD,,A,,,,
179724,20211231,2021,INDL,C,D,STD,TUR,ISHARES MSCI TURKEY ETF,USD,,A,,,,
179738,20211231,2021,INDL,C,D,STD,ERII,ENERGY RECOVERY INC,USD,213.6900,A,2010,201060,20,20106020
179741,20211231,2021,INDL,C,D,STD,KKR,KKR & CO INC,USD,264285.4400,A,4020,402030,40,40203010
179750,20210731,2021,INDL,C,D,STD,NMEX,NORTHERN MINERALS & EXPL LTD,USD,0.0010,A,1010,101020,10,10102020
179817,20211231,2021,INDL,C,D,STD,VRS,VERSO CORP,USD,1055.0000,A,1510,151050,15,15105020
179819,20211031,2021,INDL,C,D,STD,NX,QUANEX BUILDING PRODUCTS,USD,717.3230,A,2010,201020,20,20102010
179822,20210930,2021,INDL,C,D,STD,SIZYF,MAJOR PRECIOUS METALS,CAD,11.6610,A,1510,151040,15,15104020
179834,20211231,2021,INDL,C,D,STD,CDNA,CAREDX INC,USD,566.6210,A,3520,352010,35,35201010
179840,20211231,2021,INDL,C,D,STD,FLDM,FLUIDIGM CORP,USD,275.2140,A,3520,352030,35,35203010
179841,20211231,2021,INDL,C,D,STD,CDXS,CODEXIS INC,USD,246.3830,A,3520,352030,35,35203010
179843,20211231,2021,INDL,C,D,STD,IPI,INTREPID POTASH INC,USD,766.8950,A,1510,151010,15,15101030
179854,20211231,2021,INDL,C,D,STD,TAN,INVESCO SOLAR ETF,USD,,A,,,,
179865,20210630,2021,INDL,C,D,STD,WMPN,WILLIAM PENN BANCORP,USD,822.4080,A,4010,401020,40,40102010
179865,20210630,2021,FS,C,D,STD,WMPN,WILLIAM PENN BANCORP,USD,822.4080,A,4010,401020,40,40102010
179889,20211231,2021,INDL,C,D,STD,AGNC,AGNC INVESTMENT CORP,USD,68149.0000,A,4020,402040,40,40204010
179889,20211231,2021,FS,C,D,STD,AGNC,AGNC INVESTMENT CORP,USD,68149.0000,A,4020,402040,40,40204010
179903,20211231,2021,INDL,C,D,STD,SCYYF,SCANDIUM INTL MINING CORP,USD,0.8470,A,1510,151040,15,15104020
179968,20211231,2021,INDL,C,D,STD,PST,PROSHARES ULT SHRT 7-10,USD,,A,,,,
179969,20211231,2021,INDL,C,D,STD,TBT,PROSHARES ULT SHRT 20 PL,USD,,A,,,,
179974,20211231,2021,INDL,C,D,STD,HCI,HCI GROUP INC,USD,1176.8570,A,4030,403010,40,40301040
179974,20211231,2021,FS,C,D,STD,HCI,HCI GROUP INC,USD,1176.8570,A,4030,403010,40,40301040
180012,20210930,2021,INDL,C,D,STD,WTRNF,WESTERN RESOURCES CORP,CAD,246.8480,A,1510,151010,15,15101030
180016,20211231,2021,INDL,C,D,STD,MRC,MRC GLOBAL INC,USD,1671.0000,A,2010,201070,20,20107010
180032,20211231,2021,INDL,C,D,STD,RDOG,ALPS REIT DIVIDEND DOGS ETF,USD,,A,,,,
180048,20211231,2021,INDL,C,D,STD,RWO,SPDR DOW JONES GLBL RL EST,USD,,A,,,,
180057,20211231,2021,INDL,C,D,STD,IOVA,IOVANCE BIOTHERAPEUTICS INC,USD,777.3330,A,3520,352010,35,35201010
180079,20211231,2021,INDL,C,D,STD,CYB,WISDOMTREE CHINESE YUAN STRT,USD,,A,,,,
180081,20211231,2021,INDL,C,D,STD,SII,SPROTT INC,USD,365.8730,A,4020,402030,40,40203010
180083,20211231,2021,INDL,C,D,STD,LOPE,GRAND CANYON EDUCATION INC,USD,1222.7450,A,2530,253020,25,25302010
180100,20211231,2021,INDL,C,D,STD,EWX,SPDR S&P EMRG MARKETS SM CAP,USD,,A,,,,
180109,20210930,2021,INDL,C,D,STD,MLVF,MALVERN BANCORP INC,USD,1209.1430,A,4010,401010,40,40101015
180109,20210930,2021,FS,C,D,STD,MLVF,MALVERN BANCORP INC,USD,1209.1430,A,4010,401010,40,40101015
180118,20210630,2021,INDL,C,D,STD,SGLY,SINGULARITY FUTURE TECH LTD,USD,52.8030,A,2030,203050,20,20305030
180183,20211231,2021,INDL,C,D,STD,HBCP,HOME BANCORP INC,USD,2938.2440,A,4010,401020,40,40102010
180183,20211231,2021,FS,C,D,STD,HBCP,HOME BANCORP INC,USD,2938.2440,A,4010,401020,40,40102010
180193,20210930,2021,INDL,C,D,STD,OCSL,OAKTREE SPECIALTY LENDING CP,USD,2636.3870,A,4020,402030,40,40203010
180193,20210930,2021,FS,C,D,STD,OCSL,OAKTREE SPECIALTY LENDING CP,USD,2636.3870,A,4020,402030,40,40203010
180198,20211231,2021,INDL,C,D,STD,PNQI,INVESCO NASDAQ INTERNET ETF,USD,,A,,,,
180220,20211231,2021,INDL,C,D,STD,SEF,PROSHARES SHORT FINANCIALS,USD,,A,,,,
180221,20211231,2021,INDL,C,D,STD,DDG,PROSHARES SHORT OIL & GAS,USD,,A,,,,
180228,20211231,2021,INDL,C,D,STD,IVR,INVESCO MORTGAGE CAPITAL INC,USD,8443.8410,A,4020,402040,40,40204010
180228,20211231,2021,FS,C,D,STD,IVR,INVESCO MORTGAGE CAPITAL INC,USD,8443.8410,A,4020,402040,40,40204010
180229,20211231,2021,INDL,C,D,STD,MG,MISTRAS GROUP INC,USD,562.1950,A,2020,202020,20,20202020
180257,20211231,2021,INDL,C,D,STD,FAN,FIRST TR EXCH TRADED FD  II,USD,,A,,,,
180259,20211231,2021,INDL,C,D,STD,HQU.,HORIZONS BETAPRO NSDQ 100 BL,CAD,,A,,,,
180260,20211231,2021,INDL,C,D,STD,HSD.,HORIZONS BETAPRO S&P500 BE,CAD,,A,,,,
180261,20211231,2021,INDL,C,D,STD,HQD.,HORIZONS BETAPRO NSDQ 100 BR,CAD,,A,,,,
180262,20211231,2021,INDL,C,D,STD,HSU.,HORIZONS BETAPRO S&P500 BU,CAD,,A,,,,
180267,20210831,2021,INDL,C,D,STD,CBGL,CANNABIS GLOBAL INC,USD,11.3390,A,3520,352020,35,35202010
180272,20211231,2021,INDL,C,D,STD,BKI,BLACK KNIGHT INC,USD,6350.9000,A,4510,451030,45,45103010
180304,20211231,2021,INDL,C,D,STD,WOOD,ISHARES GBL TIMBER/FORST ETF,USD,,A,,,,
180306,20211231,2021,INDL,C,D,STD,ICLN,ISHARES GLBL CLEAN ENRGY ETF,USD,,A,,,,
180328,20211231,2021,INDL,C,D,STD,VT,VANGUARD TOTAL WORLD STK ETF,USD,,A,,,,
180330,20210630,2021,INDL,C,D,STD,OBGRF,ORBIT GARANT DRILLING INC,CAD,138.1420,A,1510,151040,15,15104020
180345,20210630,2021,INDL,C,D,STD,RSSS,RESEARCH SOLUTIONS INC,USD,16.9190,A,4510,451020,45,45102010
180392,20210930,2021,INDL,C,D,STD,KVLQF,VALORE METALS CORP,CAD,12.6340,A,1010,101020,10,10102050
180401,20211231,2021,INDL,C,D,STD,KGEIF,KOLIBRI GLOBAL ENERGY INC,USD,157.0160,A,1010,101020,10,10102020
180405,20211231,2021,INDL,C,D,STD,ATVI,ACTIVISION BLIZZARD INC,USD,25056.0000,A,5020,502020,50,50202020
180423,20211231,2021,INDL,C,D,STD,TREE,LENDINGTREE INC,USD,1299.3560,A,4020,402020,40,40202010
180423,20211231,2021,FS,C,D,STD,TREE,LENDINGTREE INC,USD,1299.3560,A,4020,402020,40,40202010
180435,20211231,2021,INDL,C,D,STD,AFK,VANECK VECTORS AFRICA ETF,USD,,A,,,,
180445,20210630,2021,INDL,C,D,STD,TGLDF,TRILLIUM GOLD MINES INC,CAD,16.8690,A,1510,151040,15,15104030
180466,20211231,2021,INDL,C,D,STD,JBT,JOHN BEAN TECHNOLOGIES,USD,2141.4000,A,2010,201060,20,20106020
180474,20211231,2021,INDL,C,D,STD,ZWS,ZURN WATER SOLUTIONS CORP,USD,1077.7000,A,2010,201020,20,20102010
180483,20210930,2021,INDL,C,D,STD,BERY,BERRY GLOBAL GROUP INC,USD,17882.0000,A,1510,151030,15,15103010
180506,20211231,2021,INDL,C,D,STD,LUCRF,LUCARA DIAMOND CORP,USD,411.9550,A,1510,151040,15,15104040
180574,20210731,2021,INDL,C,D,STD,RYES,RISE GOLD CORP,USD,5.8810,A,1510,151040,15,15104020
180646,20211231,2021,INDL,C,D,STD,MYRG,MYR GROUP INC,USD,1121.0920,A,2010,201030,20,20103010
180652,20211231,2021,INDL,C,D,STD,VRSK,VERISK ANALYTICS INC,USD,7808.1000,A,2020,202020,20,20202020
180669,20211231,2021,INDL,C,D,STD,AAXJ,ISHARES MSCI AC ASIA EX JAPN,USD,,A,,,,
180681,20210630,2021,INDL,C,D,STD,ABBB,AUBURN BANCORP INC,USD,100.3920,A,4010,401020,40,40102010
180681,20210630,2021,FS,C,D,STD,ABBB,AUBURN BANCORP INC,USD,100.3920,A,4010,401020,40,40102010
180683,20210630,2021,INDL,C,D,STD,IBIO,IBIO INC,USD,146.9680,A,3520,352010,35,35201010
180690,20210630,2021,INDL,C,D,STD,RCON,RECON TECHNOLOGY LTD,USD,87.7350,A,1010,101010,10,10101020
180707,20211231,2021,INDL,C,D,STD,IGREF,ISHARES GLOBAL REAL ESTATE,CAD,,A,,,,
180711,20211031,2021,INDL,C,D,STD,AVGO,BROADCOM INC,USD,75570.0000,A,4530,453010,45,45301020
180723,20211231,2021,INDL,C,D,STD,CIF.,ISHARES GBL INFRASTRUCTURE,CAD,,A,,,,
180763,20211231,2021,INDL,C,D,STD,HAP,VANECK VECTORS NAT RESOURCES,USD,,A,,,,
180822,20211231,2021,INDL,C,D,STD,MHH,MASTECH DIGITAL INC,USD,113.7020,A,2020,202020,20,20202010
180942,20211231,2021,INDL,C,D,STD,DUK5,DUKE ENERGY CAROLINAS LLC,USD,47162.0000,A,5510,551010,55,55101010
180958,20210930,2021,INDL,C,D,STD,FSFG,FIRST SAVINGS FINANCIAL GP,USD,1720.5060,A,4010,401010,40,40101015
180958,20210930,2021,FS,C,D,STD,FSFG,FIRST SAVINGS FINANCIAL GP,USD,1720.5060,A,4010,401010,40,40101015
181104,20211231,2021,INDL,C,D,STD,MDRX,ALLSCRIPTS HEALTHCARE SOLTNS,USD,2425.2290,A,3510,351030,35,35103010
181105,20211231,2021,INDL,C,D,STD,TNEYF,TAMARACK VALLEY ENERGY LTD,CAD,2328.1530,A,1010,101020,10,10102020
181269,20211231,2021,INDL,C,D,STD,GPRE,GREEN PLAINS INC,USD,2159.7550,A,1010,101020,10,10102030
181272,20211231,2021,INDL,C,D,STD,FLM,FIRST TR GBL ENG/CONST ETF,USD,,A,,,,
181290,20211231,2021,INDL,C,D,STD,DMRC,DIGIMARC CORP,USD,64.8760,A,4510,451030,45,45103010
181649,20211231,2021,INDL,C,D,STD,FAS,DIREXION DAILY FINL BULL 3X,USD,,A,,,,
181650,20211231,2021,INDL,C,D,STD,FAZ,DIREXION DAILY FINL BEAR 3X,USD,,A,,,,
181651,20211231,2021,INDL,C,D,STD,TZA,DIREXION DAILY SM CP BEAR 3X,USD,,A,,,,
181652,20211231,2021,INDL,C,D,STD,TNA,DIREXION DAILY SM CP BULL 3X,USD,,A,,,,
181653,20211231,2021,INDL,C,D,STD,SPXS,DIREXION DAILY SP500 BEAR 3X,USD,,A,,,,
181654,20211231,2021,INDL,C,D,STD,SPXL,DIREXION DAILY SP500 BULL 3X,USD,,A,,,,
181655,20211231,2021,INDL,C,D,STD,ERY,DIREXION DLY EN BEAR 2X SHRS,USD,,A,,,,
181656,20211231,2021,INDL,C,D,STD,ERX,DIREXION DLY EN BULL 2X SHRS,USD,,A,,,,
181699,20211231,2021,INDL,C,D,STD,SUB,ISHARES ST NATL MUNI BD ETF,USD,,A,,,,
181700,20211231,2021,INDL,C,D,STD,AOM,ISHARES CORE MODERATE ALLOC,USD,,A,,,,
181701,20211231,2021,INDL,C,D,STD,AOR,ISHARES CORE GROWTH ALLOC FD,USD,,A,,,,
181702,20211231,2021,INDL,C,D,STD,AOK,ISHARES CORE CONSERV ALLOCN,USD,,A,,,,
181703,20211231,2021,INDL,C,D,STD,AOA,ISHARES CORE AGGRESSIV ALLOC,USD,,A,,,,
181704,20211231,2021,INDL,C,D,STD,AGZ,ISHARES AGENCY BOND ETF,USD,,A,,,,
181745,20211231,2021,INDL,C,D,STD,CCLP,CSI COMPRESSCO LP,USD,722.3610,A,1010,101010,10,10101020
181820,20211231,2021,INDL,C,D,STD,FSBW,FS BANCORP INC,USD,2286.3910,A,4010,401020,40,40102010
181820,20211231,2021,FS,C,D,STD,FSBW,FS BANCORP INC,USD,2286.3910,A,4010,401020,40,40102010
181827,20211231,2021,INDL,C,D,STD,PSR,INVESCO ACTIVE U.S. REL EST,USD,,A,,,,
181871,20211231,2021,INDL,C,D,STD,YCS,PROSHARES ULTRASHORT YEN,USD,,A,,,,
181872,20211231,2021,INDL,C,D,STD,EUO,PROSHARES ULTRASHORT EURO,USD,,A,,,,
181873,20211231,2021,INDL,C,D,STD,SCO,PROSHARES ULTSH DJ-UBS CRUDE,USD,,A,,,,
181875,20211231,2021,INDL,C,D,STD,YCL,PROSHARES ULTRA YEN,USD,,A,,,,
181876,20211231,2021,INDL,C,D,STD,ULE,PROSHARES ULTRA EURO,USD,,A,,,,
181877,20211231,2021,INDL,C,D,STD,UCO,PROSHARES ULTRA BLOOMB CRUDE,USD,,A,,,,
181911,20211231,2021,INDL,C,D,STD,UGL,PROSHARES ULTRA GOLD,USD,,A,,,,
181912,20211231,2021,INDL,C,D,STD,GLL,PROSHARES ULTRASHORT GOLD,USD,,A,,,,
181913,20211231,2021,INDL,C,D,STD,ZSL,PROSHARES ULTRASHORT SILVER,USD,,A,,,,
181914,20211231,2021,INDL,C,D,STD,AGQ,PROSHARES ULTRA SILVER,USD,,A,,,,
181931,20211231,2021,INDL,C,D,STD,CLW,CLEARWATER PAPER CORP,USD,1690.1000,A,1510,151050,15,15105020
181989,20211231,2021,INDL,C,D,STD,SLCA,U S SILICA HOLDINGS INC,USD,2219.6000,A,1010,101010,10,10101020
182023,20210731,2021,INDL,C,D,STD,ONCS,ONCOSEC MEDICAL INC,USD,56.2760,A,3520,352010,35,35201010
182090,20211231,2021,INDL,C,D,STD,TECL,DIREXION DAILY TECH BULL 3X,USD,,A,,,,
182091,20211231,2021,INDL,C,D,STD,TECS,DIREXION DAILY TECH BEAR 3X,USD,,A,,,,
182092,20211231,2021,INDL,C,D,STD,EDC,DIREXION DAILY MSCI EMG MKTS,USD,,A,,,,
182093,20211231,2021,INDL,C,D,STD,EDZ,DIREXION DAILY MSCI EME MARK,USD,,A,,,,
182191,20211231,2021,INDL,C,D,STD,MIDU,DIREXION DAILY MD CP BULL 3X,USD,,A,,,,
182258,20211231,2021,INDL,C,D,STD,IDX,VANECK VECTORS INDONESIA ETF,USD,,A,,,,
182284,20211231,2021,INDL,C,D,STD,IGOV,ISHARES INTL TREASURY BD ETF,USD,,A,,,,
182285,20211231,2021,INDL,C,D,STD,ISHG,ISHARES 1-3 YR INTL TRSY ETF,USD,,A,,,,
182309,20211231,2021,INDL,C,D,STD,ABIO,ARCA BIOPHARMA INC,USD,54.9240,A,3520,352010,35,35201010
182316,20211231,2021,INDL,C,D,STD,SPMB,SPDR BLMBRG BRCLYS MTG BKD,USD,,A,,,,
182317,20211231,2021,INDL,C,D,STD,BWZ,SPDR BLMBG BRCLYS ST INTL TB,USD,,A,,,,
182395,20210731,2021,INDL,C,D,STD,BKUH,BAKHU HOLDINGS CORP,USD,0.0470,A,3520,352020,35,35202010
182401,20211231,2021,INDL,C,D,STD,HYD,VANECK HIGH YIELD MUNI ETF,USD,,A,,,,
182405,20211231,2021,INDL,C,D,STD,GXG,GLOBAL X MSCI COLOMBIA ETF,USD,,A,,,,
182417,20211231,2021,INDL,C,D,STD,SPIB,SPDR PTFL INT TRM COR BD ETF,USD,,A,,,,
182550,20211231,2021,INDL,C,D,STD,NUW,NUVEEN AMT-FREE MUNI VL FD,USD,,A,,,,
182551,20211231,2021,INDL,C,D,STD,CLAYF,ISHARES 1-5 YR LDRD CORP BD,CAD,,A,,,,
182612,20211231,2021,INDL,C,D,STD,HIX.,HORIZONS BETA INVR SP/TSX 60,CAD,,A,,,,
182683,20211231,2021,INDL,C,D,STD,SPLB,SPDR PORTFO LG TRM CP BD ETF,USD,,A,,,,
182701,20211231,2021,INDL,C,D,STD,OPI,OFFICE PROPERTIES INCOME TR,USD,4241.6830,A,6010,601010,60,60101040
182701,20211231,2021,FS,C,D,STD,OPI,OFFICE PROPERTIES INCOME TR,USD,4241.6830,A,6010,601010,60,60101040
182730,20211231,2021,INDL,C,D,STD,QAI,INDEXIQ HEDG MULTI-STRAT ETF,USD,,A,,,,
182813,20211231,2021,INDL,C,D,STD,VSS,VANGUARD ALL-WRLD EX-US SMCP,USD,,A,,,,
182853,20211231,2021,INDL,C,D,STD,CWB,SPDR BLMBRG BRCLYS CONV SEC,USD,,A,,,,
182871,20211231,2021,INDL,C,D,STD,TYD,DIREXION 7-10 YR BULL 3X ETF,USD,,A,,,,
182872,20211231,2021,INDL,C,D,STD,TYO,DIREXION 7-10 YR BEAR 3X ETF,USD,,A,,,,
182873,20211231,2021,INDL,C,D,STD,TMF,DIREXION 20-PLUS YR BULL 3X,USD,,A,,,,
